radar_id,name,lon_deg,lat_deg,site_h_1985_m,antenna_h_1985_m,datum
Z9591,福州长乐,119.54055786132812,25.99138832092285,625.0,641.0,EPSG:5737
Z9593,宁德,120.21778106689453,26.95222282409668,525.0,546.0,EPSG:5737
Z9598,三明,117.08055877685547,27.00861167907715,1692.0,1740.0,EPSG:5737
Z9599,南平建阳,118.19388580322266,27.32777786254883,1005.0,1047.0,EPSG:5737
